person_id,person_name_en,panel,date,kind,source,title_en,title_zh,summary_en,summary_zh,url
sam-altman,Sam Altman,posts,2026-09-06,x,@sama,An important post from Jakub:,An important post from Jakub:,"Altman flags Pachocki's OpenAI essay on AI alignment as an important read, drawing wide engagement.","Altman将Pachocki关于AI对齐的OpenAI文章称为重要读物并加以推荐,获得广泛关注。",https://x.com/sama/status/2096647371983880383
sam-altman,Sam Altman,posts,2026-09-05,x,@sama,"it is obviously trivial relative to everything else, but the fact that astra can make me whatever fun little game i can imagine and i can be playing it a few mi","it is obviously trivial relative to everything else, but the fact that astra can make me whatever fun little game i can imagine and i can be playing it a few mi","Altman posted that OpenAI's Astra can generate a playable game on demand within minutes, a post that drew over 5,000 likes and 180,000 views.",奥特曼发文称OpenAI的Astra能在几分钟内按需生成可玩的小游戏，该推文获得超过5000个赞和18万次浏览。,https://x.com/sama/status/2096241436509544744
sam-altman,Sam Altman,posts,2026-09-04,x,@sama,Now out to all Plus and Business users. Happy building!,Now out to all Plus and Business users. Happy building!,Announced a feature is now fully available to all ChatGPT Plus and Business users.,宣布某项功能现已全面面向所有ChatGPT Plus和Business用户开放。,https://x.com/sama/status/2096008528834244741
sam-altman,Sam Altman,posts,2026-09-04,x,@sama,"GPT-6 Astra is now available to all Pro, Enterprise, and Business Premium users in Work/Codex, and is available in the API. We will start rollout to Plus and Bu","GPT-6 Astra is now available to all Pro, Enterprise, and Business Premium users in Work/Codex, and is available in the API. We will start rollout to Plus and Bu","Announced GPT-6 Astra is now available to Pro, Enterprise and Business Premium users in Work/Codex and via the API, with Plus/Business rollout next.",宣布GPT-6 Astra已在Work/Codex中面向Pro、Enterprise和Business Premium用户及API开放，Plus和Business用户将陆续开放。,https://x.com/sama/status/2095973658867171733
sam-altman,Sam Altman,posts,2026-09-04,x,@sama,"first, sorry for the messy rollout. second, when we screw up, we try to make it right. third, we should be able to begin broad rollout to API customers and chat","first, sorry for the messy rollout. second, when we screw up, we try to make it right. third, we should be able to begin broad rollout to API customers and chat",Apologized for a messy GPT-6 Astra rollout and said broader access for API customers and ChatGPT subscribers would resume soon.,为GPT-6 Astra发布过程的混乱道歉，并表示将很快为API客户和ChatGPT订阅用户恢复更大范围的开放。,https://x.com/sama/status/2095678759651438887
sam-altman,Sam Altman,posts,2026-09-03,x,@sama,"Also, this is my favorite OpenAI video so far. It makes me excited for the future!","Also, this is my favorite OpenAI video so far. It makes me excited for the future!","Called a new OpenAI video his favorite the company has made, saying it makes him excited for the future.",他称一段新的 OpenAI 视频是公司迄今为止他最喜欢的一部，并表示这让他对未来感到兴奋。,https://x.com/sama/status/2095601442220638547
sam-altman,Sam Altman,posts,2026-09-03,x,@sama,We are working towards getting Astra in everyone's hands as quickly as we can; I know it is frustrating and I appreciate the patience. It should be quick.,We are working towards getting Astra in everyone's hands as quickly as we can; I know it is frustrating and I appreciate the patience. It should be quick.,"Said OpenAI is working to get GPT-6 Astra into everyone's hands as quickly as possible amid rollout delays, acknowledging users' frustration.",他表示 OpenAI 正努力尽快让所有用户用上 GPT-6 Astra，并对因推出延迟带来的不便表示理解。,https://x.com/sama/status/2095601211869421726
sam-altman,Sam Altman,posts,2026-09-03,x,@sama,"We hit a little snag getting the blog post deployed, but it is really great: https://t.co/jjqXUWfrNW","We hit a little snag getting the blog post deployed, but it is really great: https://t.co/jjqXUWfrNW",Said OpenAI hit a deployment snag publishing a blog post but that the underlying announcement is 'really great.',他表示 OpenAI 在发布一篇博客文章时遇到了一点部署问题，但内容“真的很棒”。,https://x.com/sama/status/2095600429363302720
sam-altman,Sam Altman,posts,2026-09-03,x,@sama,"GPT-6 Astra is here. We hope it will begin to enable a new generation of entrepreneurship, scientific discovery, and building. We believe it is the best model i","GPT-6 Astra is here. We hope it will begin to enable a new generation of entrepreneurship, scientific discovery, and building. We believe it is the best model i","Announced the launch of GPT-6 Astra, calling it the best model in the world for computer use and professional work, and pitching it as enabling a new wave of entrepreneurship and scientific discovery.",他宣布 GPT-6 Astra 正式发布，称其是全球在计算机操作和专业工作方面表现最好的模型，并称其将推动新一轮创业与科学发现浪潮。,https://x.com/sama/status/2095600005772104059
sam-altman,Sam Altman,posts,2026-09-03,podcast,Bloomberg Tech,"Special Edition: OpeanAI CEO Sam Altman Talks GPT-6 Astra Debut, Going Public","Special Edition: OpeanAI CEO Sam Altman Talks GPT-6 Astra Debut, Going Public","In a Bloomberg Tech interview, Sam Altman discusses the GPT-6 Astra rollout and OpenAI's path toward going public.",在彭博科技的专访中，Sam Altman谈及GPT-6 Astra的推出以及OpenAI迈向上市的进程。,https://podcasts.apple.com/us/podcast/special-edition-opeanai-ceo-sam-altman-talks-gpt-6/id1611767434?i=1000787725185&uo=4
sam-altman,Sam Altman,posts,2026-09-01,x,@sama,"Over the summer, we have been sprinting on safety priorities; it's more important than ever for capabilities and safeguards to advance together. We have more to","Over the summer, we have been sprinting on safety priorities; it's more important than ever for capabilities and safeguards to advance together. We have more to","Altman said OpenAI spent the summer sprinting on safety priorities, insisting capabilities and safeguards must advance together.",奥特曼表示OpenAI整个夏天都在加紧推进安全事项，并强调能力与安全保障必须同步推进。,https://x.com/sama/status/2094934592062959832
sam-altman,Sam Altman,posts,2026-08-23,podcast,David Senra,Sam Altman on Building OpenAI & Betting on the Impossible,Sam Altman on Building OpenAI & Betting on the Impossible,A guest appearance with David Senra tracing his path from a childhood interest in AI to running OpenAI.,做客 David Senra 的播客，回顾他从童年对 AI 的兴趣一路走到执掌 OpenAI 的历程。,https://podcasts.apple.com/us/podcast/sam-altman-on-building-openai-betting-on-the-impossible/id1836497887?i=1000785201420&uo=4
sam-altman,Sam Altman,posts,2026-07-28,podcast,Invest Like the Best with Patrick O'Sh…,Sam Altman - How to Make an Abundant Future,Sam Altman - How to Make an Abundant Future,"A long-form interview on Invest Like the Best covering OpenAI's history, Codex, hardware and the Jalapeno chip.",在 Invest Like the Best 播客上的长访谈，谈 OpenAI 的发展历程、Codex、硬件以及 Jalapeno 芯片。,https://podcasts.apple.com/us/podcast/sam-altman-how-to-make-an-abundant-future/id1154105909?i=1000778668152&uo=4
sam-altman,Sam Altman,posts,2026-07-28,podcast,Y Combinator Startup Podcast,"Sam Altman: ""Never a Better Time to Do a Startup""","Sam Altman: ""Never a Better Time to Do a Startup""","He returns to Y Combinator's own podcast, twenty years after his first batch, to argue this is the best moment yet to start a company.",在参加第一批 YC 二十年后回到 YC 自家播客，论证当下是创业的最佳时机。,https://podcasts.apple.com/us/podcast/sam-altman-never-a-better-time-to-do-a-startup/id1236907421?i=1000778731862&uo=4
sam-altman,Sam Altman,posts,2026-07-25,podcast,Relentless,Sam Altman - How to Start a Startup,Sam Altman - How to Start a Startup,Long-form interview in which he lays out his own view of how to start and scale a startup.,长篇访谈，他在其中系统讲述自己对如何创办和扩张一家创业公司的看法。,https://podcasts.apple.com/us/podcast/sam-altman-how-to-start-a-startup/id1693907693?i=1000778339990&uo=4
sam-altman,Sam Altman,posts,2025-12-19,paper,arXiv,OpenAI GPT-5 System Card,OpenAI GPT-5 System Card,"System card for the GPT-5 launch, detailing the unified system combining a fast general model with a deeper reasoning model.",GPT-5发布时随附的系统卡，介绍了将快速通用模型与更深度推理模型结合的统一系统。,https://arxiv.org/abs/2601.03267v2
sam-altman,Sam Altman,posts,2025-10-14,x,@sama,We made ChatGPT pretty restrictive to make sure we were being careful with mental health issues. We realize this made it less useful/enjoyable to many users who,We made ChatGPT pretty restrictive to make sure we were being careful with mental health issues. We realize this made it less useful/enjoyable to many users who,"Altman said OpenAI had made ChatGPT overly restrictive out of caution around mental health, acknowledging it hurt the experience for many unaffected users.","奥特曼表示,OpenAI出于对心理健康问题的谨慎考虑让ChatGPT变得过于严格,承认这影响了许多并无相关问题的用户的使用体验。",https://x.com/sama/status/1978129344598827128
sam-altman,Sam Altman,posts,2025-10-04,blog,Sam Altman,Sora update #1,Sora update #1,"His first post-launch update on Sora, responding to rightsholder and user feedback on how the app handles likeness and copyrighted material.",Sora 上线后的首次更新说明，回应版权方与用户对肖像和版权素材处理方式的反馈。,https://blog.samaltman.com/sora-update-number-1
sam-altman,Sam Altman,posts,2025-09-25,x,@sama,"Today we are launching my favorite feature of ChatGPT so far, called Pulse. It is initially available to Pro subscribers. Pulse works for you overnight, and kee","Today we are launching my favorite feature of ChatGPT so far, called Pulse. It is initially available to Pro subscribers. Pulse works for you overnight, and kee","Altman announced the launch of Pulse, a ChatGPT Pro feature that works overnight to surface personalized updates based on the user's interests and conversations.","奥特曼宣布推出Pulse功能,该功能面向ChatGPT Pro用户,可在夜间根据用户的兴趣和对话内容生成个性化更新。",https://x.com/sama/status/1971297661748953263
sam-altman,Sam Altman,posts,2025-09-23,blog,Sam Altman,Abundant Intelligence,Abundant Intelligence,"His case that compute capacity is the binding constraint on AI, setting out the infrastructure build-out that now drives OpenAI's strategy.",论证算力是 AI 的根本约束，阐述了当前主导 OpenAI 战略的基础设施扩建思路。,https://blog.samaltman.com/abundant-intelligence
sam-altman,Sam Altman,posts,2025-09-10,podcast,The Tucker Carlson Show,"Sam Altman on God, Elon Musk and the Mysterious Death of His Former Employee","Sam Altman on God, Elon Musk and the Mysterious Death of His Former Employee","A wide-ranging interview on The Tucker Carlson Show covering religion, his dispute with Elon Musk and the death of a former OpenAI researcher.",在 Tucker Carlson 节目上的长访谈，涉及宗教信仰、与马斯克的争端，以及一名 OpenAI 前研究员之死。,https://podcasts.apple.com/us/podcast/sam-altman-on-god-elon-musk-and-the-mysterious-death/id1719657632?i=1000725932128&uo=4
sam-altman,Sam Altman,posts,2025-09-09,blog,Sam Altman,Jakub and Szymon,Jakub and Szymon,A personal appreciation of researchers Jakub Pachocki and Szymon Sidor and the work behind OpenAI's reasoning models.,以个人视角介绍研究员 Jakub Pachocki 与 Szymon Sidor，以及 OpenAI 推理模型背后的工作。,https://blog.samaltman.com/jakub-and-szymon
sam-altman,Sam Altman,posts,2025-08-22,x,@sama,we are opening our first office in india later this year! and i'm looking forward to visiting next month. ai adoption in india has been amazing to watch--chatgp,we are opening our first office in india later this year! and i'm looking forward to visiting next month. ai adoption in india has been amazing to watch--chatgp,"Altman announced OpenAI's first office in India, citing 4x growth in ChatGPT users there over the past year.","奥特曼宣布OpenAI将在印度开设首个办公室,并提到该国ChatGPT用户在过去一年中增长了4倍。",https://x.com/sama/status/1958922390731464805
sam-altman,Sam Altman,posts,2025-08-12,x,@sama,This is a remarkable claim given what I have heard alleged that Elon does to manipulate X to benefit himself and his own companies and harm his competitors and,This is a remarkable claim given what I have heard alleged that Elon does to manipulate X to benefit himself and his own companies and harm his competitors and,"Altman publicly accused Elon Musk of manipulating X's algorithm to benefit his own companies and harm competitors, escalating their ongoing feud.","奥特曼公开指责埃隆·马斯克操纵X平台算法以图利自家公司、打压竞争对手,使双方的持续争执进一步升级。",https://x.com/sama/status/1955094792804720660
sam-altman,Sam Altman,posts,2025-08-08,paper,arXiv,gpt-oss-120b & gpt-oss-20b Model Card,gpt-oss-120b & gpt-oss-20b Model Card,"Model card for gpt-oss-120b and gpt-oss-20b, OpenAI's open-weight reasoning models built for high accuracy at low inference cost.",gpt-oss-120b与gpt-oss-20b的模型卡，这是OpenAI推出的开放权重推理模型，追求高准确率与低推理成本。,https://arxiv.org/abs/2508.10925v1
sam-altman,Sam Altman,posts,2025-08-07,x,@sama,"going to try live-tweeting the GPT-5 livestream. first, GPT-5 in an integrated model, meaning no more model switcher and it decides when it needs to think harde","going to try live-tweeting the GPT-5 livestream. first, GPT-5 in an integrated model, meaning no more model switcher and it decides when it needs to think harde","Altman live-tweeted the GPT-5 launch, describing it as an integrated model that decides on its own when to reason harder, replacing the old model switcher.","奥特曼在GPT-5发布直播中实时发推,称其为一个能自行决定何时加强推理的整合模型,取代了此前的模型切换器。",https://x.com/sama/status/1953502614676811865
sam-altman,Sam Altman,posts,2025-08-05,x,@sama,gpt-oss is out! we made an open model that performs at the level of o4-mini and runs on a high-end laptop (WTF!!) (and a smaller one that runs on a phone). supe,gpt-oss is out! we made an open model that performs at the level of o4-mini and runs on a high-end laptop (WTF!!) (and a smaller one that runs on a phone). supe,"Altman announced gpt-oss, OpenAI's new open-weight models that match o4-mini-level performance and can run on a high-end laptop or phone.","奥特曼宣布推出gpt-oss,这是OpenAI新的开放权重模型,性能达到o4-mini水平,可在高端笔记本电脑甚至手机上运行。",https://x.com/sama/status/1952777539052814448
sam-altman,Sam Altman,posts,2025-07-17,x,@sama,"Today we launched a new product called ChatGPT Agent. Agent represents a new level of capability for AI systems and can accomplish some remarkable, complex task","Today we launched a new product called ChatGPT Agent. Agent represents a new level of capability for AI systems and can accomplish some remarkable, complex task","Altman announced ChatGPT Agent, a new product letting the AI use its own computer to complete complex multi-step tasks for users.","奥特曼宣布推出ChatGPT Agent,这一新产品让AI能够使用自己的计算机为用户完成复杂的多步骤任务。",https://x.com/sama/status/1945900345378697650
sam-altman,Sam Altman,posts,2025-05-16,x,@sama,"today we are introducing codex. it is a software engineering agent that runs in the cloud and does tasks for you, like writing a new feature of fixing a bug. yo","today we are introducing codex. it is a software engineering agent that runs in the cloud and does tasks for you, like writing a new feature of fixing a bug. yo","Altman introduced Codex, a cloud-based software engineering agent that can write features or fix bugs and run many tasks in parallel.","奥特曼推出了Codex,这是一款基于云端的软件工程智能体,可以编写新功能或修复漏洞,并能并行运行多个任务。",https://x.com/sama/status/1923398457747787817
sam-altman,Sam Altman,posts,2025-05-01,x,@sama,"goodbye, GPT-4. you kicked off a revolution. we will proudly keep your weights on a special hard drive to give to some historians in the future.","goodbye, GPT-4. you kicked off a revolution. we will proudly keep your weights on a special hard drive to give to some historians in the future.","Altman marked the retirement of GPT-4, the model that 'kicked off a revolution,' saying its weights would be preserved for future historians.","奥特曼宣布GPT-4正式退役,称这款'开启了一场革命'的模型的权重将被保留下来留给未来的历史学家。",https://x.com/sama/status/1917766910911078571
sam-altman,Sam Altman,posts,2025-04-27,x,@sama,"the last couple of GPT-4o updates have made the personality too sycophant-y and annoying (even though there are some very good parts of it), and we are working","the last couple of GPT-4o updates have made the personality too sycophant-y and annoying (even though there are some very good parts of it), and we are working","Altman acknowledged recent GPT-4o updates had made the model's personality too sycophantic and said fixes were underway, addressing a widely criticized issue.","奥特曼承认近期GPT-4o的更新使模型性格过于谄媚,并表示正在着手修复这一广受批评的问题。",https://x.com/sama/status/1916625892123742290
sam-altman,Sam Altman,posts,2025-04-16,x,@sama,"o3 and o4-mini are super good at coding, so we are releasing a new product, Codex CLI, to make them easier to use. this is a coding agent that runs on your comp","o3 and o4-mini are super good at coding, so we are releasing a new product, Codex CLI, to make them easier to use. this is a coding agent that runs on your comp","Altman announced Codex CLI, an open-source coding agent that runs locally to make o3 and o4-mini easier to use for software engineering.","奥特曼宣布推出开源编程智能体Codex CLI,该工具可在本地运行,便于使用o3和o4-mini完成软件工程任务。",https://x.com/sama/status/1912558495997784441
sam-altman,Sam Altman,posts,2025-04-10,x,@sama,"we have greatly improved memory in chatgpt--it can now reference all your past conversations! this is a surprisingly great feature imo, and it points at somethi","we have greatly improved memory in chatgpt--it can now reference all your past conversations! this is a surprisingly great feature imo, and it points at somethi","Altman announced a major upgrade letting ChatGPT reference all of a user's past conversations, calling it a step toward AI systems that get to know you over time.","奥特曼宣布ChatGPT重大升级,现可参考用户此前的全部对话记录,称这是迈向能够长期了解用户的AI系统的一步。",https://x.com/sama/status/1910380643772665873
sam-altman,Sam Altman,posts,2025-04-04,x,@sama,"change of plans: we are going to release o3 and o4-mini after all, probably in a couple of weeks, and then do GPT-5 in a few months. there are a bunch of reason","change of plans: we are going to release o3 and o4-mini after all, probably in a couple of weeks, and then do GPT-5 in a few months. there are a bunch of reason","Altman announced OpenAI would release o3 and o4-mini after all before GPT-5, reversing an earlier plan to skip them.","奥特曼宣布OpenAI将在GPT-5之前发布o3和o4-mini,推翻了此前跳过这两款模型的计划。",https://x.com/sama/status/1908167621624856998
sam-altman,Sam Altman,posts,2025-04-03,x,@sama,chatgpt plus is free for college students in the US and canada through may!,chatgpt plus is free for college students in the US and canada through may!,Altman announced ChatGPT Plus would be free for college students in the US and Canada through May.,"奥特曼宣布美国和加拿大的大学生可免费使用ChatGPT Plus,活动持续至5月。",https://x.com/sama/status/1907862982765457603
sam-altman,Sam Altman,posts,2025-04-01,x,@sama,chatgpt image gen now rolled out to all free users!,chatgpt image gen now rolled out to all free users!,Altman announced ChatGPT's image generation feature had been rolled out to all free-tier users.,奥特曼宣布ChatGPT的图像生成功能已向所有免费用户开放。,https://x.com/sama/status/1906867488320843823
sam-altman,Sam Altman,posts,2025-02-09,blog,Sam Altman,Three Observations,Three Observations,"Three claims about AGI economics: intelligence scales with log of compute, cost falls roughly 10x a year, and the value of linear gains is superexponential.",关于 AGI 经济学的三点判断：智能随算力的对数增长、成本每年约降十倍、线性能力提升带来的价值呈超指数增长。,https://blog.samaltman.com/three-observations
sam-altman,Sam Altman,posts,2025-01-06,blog,Sam Altman,Reflections,Reflections,"A year-end reflection covering ChatGPT's first two years and, unusually directly, his own removal and reinstatement by the board.",年终回顾 ChatGPT 头两年，并罕见地直接谈及自己被董事会解职又复职的经历。,https://blog.samaltman.com/reflections
sam-altman,Sam Altman,posts,2024-12-21,paper,arXiv,OpenAI o1 System Card,OpenAI o1 System Card,"System card for OpenAI's o1 model series, trained with large-scale reinforcement learning to reason via chain of thought.",OpenAI o1系列模型的系统卡，该系列通过大规模强化学习训练以进行思维链推理。,https://arxiv.org/abs/2412.16720v2
sam-altman,Sam Altman,posts,2024-10-25,paper,arXiv,GPT-4o System Card,GPT-4o System Card,"System card for GPT-4o, OpenAI's omni model accepting text, audio, image and video input and producing multimodal output.",GPT-4o的系统卡，这是OpenAI的全模态模型，可接受文本、音频、图像和视频输入并生成多模态输出。,https://arxiv.org/abs/2410.21276v1
sam-altman,Sam Altman,posts,2024-03-18,podcast,Lex Fridman Podcast,"#419 – Sam Altman: OpenAI, GPT-5, Sora, Board Saga, Elon Musk, Ilya, Power & AGI","#419 – Sam Altman: OpenAI, GPT-5, Sora, Board Saga, Elon Musk, Ilya, Power & AGI","His Lex Fridman interview recorded after the board removal, covering GPT-5, Sora, Ilya Sutskever and Elon Musk.",在董事会风波之后接受 Lex Fridman 访谈，谈 GPT-5、Sora、Ilya Sutskever 与马斯克。,https://podcasts.apple.com/us/podcast/419-sam-altman-openai-gpt-5-sora-board-saga-elon-musk/id1434243584?i=1000649593201&uo=4
sam-altman,Sam Altman,posts,2023-12-21,blog,Sam Altman,What I Wish Someone Had Told Me,What I Wish Someone Had Told Me,A widely circulated list of startup lessons written on his last day running Y Combinator's advice channel.,流传甚广的创业经验清单，浓缩了他多年观察创始人的心得。,https://blog.samaltman.com/what-i-wish-someone-had-told-me
sam-altman,Sam Altman,posts,2023-10-06,podcast,The Joe Rogan Experience,#2044 - Sam Altman,#2044 - Sam Altman,"His first Joe Rogan appearance, a long interview on OpenAI's work and the risks of the technology.",首次做客 Joe Rogan 节目，长时间谈 OpenAI 的工作以及这项技术的风险。,https://podcasts.apple.com/us/podcast/2044-sam-altman/id360084272?i=1000644538891&uo=4
sam-altman,Sam Altman,posts,2023-03-15,paper,arXiv,GPT-4 Technical Report,GPT-4 Technical Report,"The GPT-4 technical report, documenting OpenAI's large-scale multimodal model accepting image and text input.",GPT-4技术报告，记录了OpenAI这款可接受图像与文本输入的大规模多模态模型。,https://arxiv.org/abs/2303.08774v6
sam-altman,Sam Altman,posts,2022-07-13,blog,Sam Altman,Helion Needs You,Helion Needs You,"A recruiting post for Helion, the fusion company he has personally funded, laying out its timeline to net-energy-gain.",为他个人投资的聚变公司 Helion 招募人才，并说明其实现净能量增益的时间表。,https://blog.samaltman.com/helion-needs-you
sam-altman,Sam Altman,posts,2022-04-06,blog,Sam Altman,DALL•E 2,DALL•E 2,His reaction to the DALL-E 2 research launch and what image generation implies about the pace of AI progress.,对 DALL·E 2 研究发布的感想，以及图像生成对 AI 进展速度的启示。,https://blog.samaltman.com/dall-star-e-2
sam-altman,Sam Altman,posts,2020-12-01,blog,Sam Altman,The Strength of Being Misunderstood,The Strength of Being Misunderstood,An essay on tolerating being misunderstood by most people as the price of long-horizon work.,一篇关于甘于被多数人误解的文章，认为这是做长期事业必须付出的代价。,https://blog.samaltman.com/the-strength-of-being-misunderstood
sam-altman,Sam Altman,posts,2020-09-25,blog,Sam Altman,PG and Jessica,PG and Jessica,"His account of what Paul Graham and Jessica Livingston actually did to make Y Combinator work, and why copies of it fail.",讲述 Paul Graham 与 Jessica Livingston 究竟做对了什么才让 YC 成功，以及模仿者为何失败。,https://blog.samaltman.com/pg-and-jessica
sam-altman,Sam Altman,posts,2020-06-19,blog,Sam Altman,Researchers and Founders,Researchers and Founders,"Written after moving from YC to OpenAI, comparing how the best founders and the best researchers differ in how they work.",在从 YC 转向 OpenAI 之后所写，比较顶尖创始人与顶尖研究者在工作方式上的差异。,https://blog.samaltman.com/researchers-and-founders
sam-altman,Sam Altman,posts,2020-06-16,blog,Sam Altman,Project Covalence,Project Covalence,He launches Project Covalence to help COVID-19 researchers run clinical trials faster.,发起 Project Covalence，帮助新冠研究者更快开展临床试验。,https://blog.samaltman.com/project-covalence
sam-altman,Sam Altman,posts,2020-05-28,blog,Sam Altman,Idea Generation,Idea Generation,"His argument that startup ideas cannot be handed over, and how to build the habits that generate them.",论述创业点子无法直接转手，以及如何培养产生点子的思维习惯。,https://blog.samaltman.com/idea-generation
sam-altman,Sam Altman,posts,2020-03-30,blog,Sam Altman,Please Fund More Science,Please Fund More Science,"A call for far larger science funding, written during the pandemic and prefiguring his later arguments about research and compute.",疫情期间呼吁大幅增加科研投入，也预示了他后来关于研究与算力的主张。,https://blog.samaltman.com/please-fund-more-science
sam-altman,Sam Altman,posts,2020-03-15,blog,Sam Altman,Funding for COVID-19 Projects,Funding for COVID-19 Projects,"An open offer to fund startups and projects working on COVID-19, with the specific areas he wanted to back.",公开表示愿意资助从事新冠相关工作的初创公司和项目，并列出他希望支持的具体方向。,https://blog.samaltman.com/funding-for-covid-19-projects
sam-altman,Sam Altman,posts,2020-03-07,blog,Sam Altman,The Virus,The Virus,An early-pandemic post urging people to take COVID-19 seriously and to rebuild capacity for handling crises.,疫情初期的文章，呼吁认真对待新冠，并重建社会应对危机的能力。,https://blog.samaltman.com/the-virus
sam-altman,Sam Altman,posts,2020-02-26,blog,Sam Altman,Hard Startups,Hard Startups,His argument that ambitious startups are easier to build than modest ones because talent and capital are drawn to them.,论证做“难的创业”反而比做容易的更可行，因为人才与资本会主动向其聚集。,https://blog.samaltman.com/hard-startups
sam-altman,Sam Altman,posts,2020-01-13,blog,Sam Altman,How To Invest In Startups,How To Invest In Startups,"His rules for early-stage investing, drawn from his own angel portfolio and years at Y Combinator.",总结早期投资的原则，源自他自己的天使投资组合与在 YC 的多年经历。,https://blog.samaltman.com/how-to-invest-in-startups
sam-altman,Sam Altman,posts,2019-01-24,blog,Sam Altman,How To Be Successful,How To Be Successful,"Thirteen points on compounding, self-belief and risk-taking, his most widely read essay.",关于复利、自信与冒险的十三条心得，是他阅读量最广的文章。,https://blog.samaltman.com/how-to-be-successful
